order_id,product_name,product_category,quantity,unit_price,total_price
141,Coffee Maker,Home & Garden,1,195.75,195.75
141,AirPods,Electronics,1,928.98,928.98
141,iPhone 15,Electronics,2,294.04,588.08
142,MacBook Pro,Electronics,2,330.1,660.2
143,iPhone 15,Electronics,2,371.18,742.36
143,Fiction Novel,Books,1,22.93,22.93
143,Dumbbells,Sports,2,301.36,602.72
144,Jeans,Clothing,2,125.11,250.22
145,iPad,Electronics,2,612.53,1225.06
145,Plant Pot,Home & Garden,1,119.57,119.57
146,Fiction Novel,Books,2,44.76,89.52
147,Dumbbells,Sports,1,64.64,64.64
148,iPhone 15,Electronics,2,372.88,745.76
148,Skincare Set,Beauty,2,21.37,42.74
148,T-Shirt,Clothing,1,193.56,193.56
149,Dumbbells,Sports,2,91.24,182.48
150,T-Shirt,Clothing,2,189.7,379.4
150,Plant Pot,Home & Garden,2,137.95,275.9
150,Business Book,Books,2,45.45,90.9
151,Plant Pot,Home & Garden,2,278.41,556.82
152,Dress,Clothing,1,171.18,171.18
152,iPad,Electronics,1,699.56,699.56
152,iPad,Electronics,2,340.73,681.46
153,Skincare Set,Beauty,1,96.95,96.95
153,Lamp,Home & Garden,2,49.64,99.28
154,Skincare Set,Beauty,2,64.85,129.7
154,Running Shoes,Sports,2,193.25,386.5
155,Coffee Maker,Home & Garden,2,157.61,315.22
155,Dress,Clothing,1,130.0,130.0
156,Fiction Novel,Books,1,22.07,22.07
157,MacBook Pro,Electronics,1,142.56,142.56
157,Jeans,Clothing,2,196.83,393.66
157,iPhone 15,Electronics,2,146.22,292.44
158,AirPods,Electronics,1,575.33,575.33
158,Makeup Kit,Beauty,2,53.89,107.78
159,Dress,Clothing,2,186.41,372.82
159,Yoga Mat,Sports,1,328.32,328.32
159,AirPods,Electronics,2,215.71,431.42
160,Coffee Maker,Home & Garden,2,299.3,598.6
160,Skincare Set,Beauty,2,76.27,152.54
160,Running Shoes,Sports,1,123.52,123.52
161,Jeans,Clothing,1,124.48,124.48
162,iPhone 15,Electronics,1,112.01,112.01
163,Dress,Clothing,1,102.53,102.53
163,Coffee Maker,Home & Garden,1,224.38,224.38
163,Cookbook,Books,1,22.62,22.62
164,iPhone 15,Electronics,2,657.02,1314.04
165,Jeans,Clothing,2,24.88,49.76
166,Lamp,Home & Garden,1,62.0,62.0
167,Running Shoes,Sports,1,217.07,217.07
167,Business Book,Books,1,23.53,23.53
168,Makeup Kit,Beauty,1,58.72,58.72
169,iPad,Electronics,2,950.33,1900.66
169,Dumbbells,Sports,2,321.26,642.52
170,Cookbook,Books,2,33.47,66.94
170,Lamp,Home & Garden,1,74.61,74.61
170,Plant Pot,Home & Garden,1,294.05,294.05
171,T-Shirt,Clothing,2,125.3,250.6
172,Lamp,Home & Garden,2,211.16,422.32
173,Jacket,Clothing,1,129.4,129.4
173,AirPods,Electronics,2,623.57,1247.14
173,Business Book,Books,1,20.13,20.13
174,Dumbbells,Sports,2,378.61,757.22
175,T-Shirt,Clothing,1,139.76,139.76
176,Makeup Kit,Beauty,1,17.08,17.08
176,iPhone 15,Electronics,2,420.37,840.74
176,Dress,Clothing,2,102.41,204.82
177,Running Shoes,Sports,1,70.45,70.45
177,iPhone 15,Electronics,2,355.42,710.84
178,Makeup Kit,Beauty,1,22.98,22.98
178,Business Book,Books,1,11.73,11.73
179,Business Book,Books,1,16.64,16.64
180,AirPods,Electronics,2,748.26,1496.52
180,Lamp,Home & Garden,2,226.71,453.42
180,Fiction Novel,Books,2,32.95,65.9
181,iPhone 15,Electronics,1,826.46,826.46
181,Fiction Novel,Books,2,26.44,52.88
182,Business Book,Books,2,48.67,97.34
182,MacBook Pro,Electronics,1,986.29,986.29
182,Makeup Kit,Beauty,2,38.72,77.44
183,Plant Pot,Home & Garden,2,266.74,533.48
183,Fiction Novel,Books,2,24.0,48.0
183,Makeup Kit,Beauty,1,13.49,13.49
184,Lamp,Home & Garden,2,91.11,182.22
184,Business Book,Books,2,13.44,26.88
185,Lamp,Home & Garden,1,86.67,86.67
186,MacBook Pro,Electronics,1,455.18,455.18
187,Jacket,Clothing,1,183.82,183.82
187,MacBook Pro,Electronics,1,517.12,517.12
187,iPad,Electronics,2,994.34,1988.68
188,Skincare Set,Beauty,1,44.0,44.0
188,Skincare Set,Beauty,1,66.39,66.39
188,Plant Pot,Home & Garden,1,29.3,29.3
189,Lamp,Home & Garden,2,141.76,283.52
189,Plant Pot,Home & Garden,1,104.88,104.88
189,Yoga Mat,Sports,2,99.54,199.08
190,Lamp,Home & Garden,2,240.7,481.4
191,AirPods,Electronics,2,888.3,1776.6
191,Cookbook,Books,2,14.7,29.4
191,Business Book,Books,1,25.38,25.38
192,Jeans,Clothing,1,171.17,171.17
192,Dumbbells,Sports,2,383.26,766.52
192,Skincare Set,Beauty,1,18.83,18.83
193,Running Shoes,Sports,1,244.25,244.25
193,Cookbook,Books,1,47.34,47.34
193,MacBook Pro,Electronics,2,863.72,1727.44
194,Yoga Mat,Sports,2,296.54,593.08
194,Dress,Clothing,2,183.04,366.08
195,AirPods,Electronics,2,281.57,563.14
196,Plant Pot,Home & Garden,2,33.97,67.94
196,Lamp,Home & Garden,2,239.11,478.22
197,Lamp,Home & Garden,1,145.32,145.32
198,Running Shoes,Sports,1,304.1,304.1
199,Perfume,Beauty,2,71.35,142.7
199,Skincare Set,Beauty,2,23.43,46.86
200,iPad,Electronics,1,475.12,475.12
201,Fiction Novel,Books,1,19.41,19.41
202,Makeup Kit,Beauty,1,23.6,23.6
202,Coffee Maker,Home & Garden,2,111.03,222.06
203,AirPods,Electronics,1,229.79,229.79
204,T-Shirt,Clothing,2,116.02,232.04
205,Yoga Mat,Sports,1,290.56,290.56
205,Cookbook,Books,2,20.25,40.5
206,Dumbbells,Sports,1,113.52,113.52
207,AirPods,Electronics,2,306.94,613.88
208,Yoga Mat,Sports,1,158.91,158.91
208,Coffee Maker,Home & Garden,2,252.09,504.18
209,AirPods,Electronics,2,263.28,526.56
209,Fiction Novel,Books,1,40.6,40.6
209,Plant Pot,Home & Garden,2,157.57,315.14
210,Business Book,Books,1,25.42,25.42
210,AirPods,Electronics,2,679.12,1358.24
211,Dress,Clothing,1,100.09,100.09
211,iPad,Electronics,2,766.86,1533.72
212,Dumbbells,Sports,1,76.4,76.4
212,Yoga Mat,Sports,2,260.95,521.9
212,Cookbook,Books,2,43.73,87.46
213,Dress,Clothing,2,169.68,339.36
213,Jacket,Clothing,2,174.82,349.64
214,Running Shoes,Sports,1,273.64,273.64
214,Jacket,Clothing,2,51.96,103.92
214,Makeup Kit,Beauty,2,68.97,137.94
215,Makeup Kit,Beauty,1,22.95,22.95
215,Fiction Novel,Books,2,48.02,96.04
215,Yoga Mat,Sports,1,155.98,155.98
216,Skincare Set,Beauty,2,98.63,197.26
216,T-Shirt,Clothing,2,26.1,52.2
217,Yoga Mat,Sports,2,105.89,211.78
217,Dress,Clothing,1,35.25,35.25
217,Business Book,Books,1,39.61,39.61
218,iPhone 15,Electronics,2,637.09,1274.18
218,Plant Pot,Home & Garden,1,220.41,220.41
218,Business Book,Books,2,42.47,84.94
219,Cookbook,Books,1,38.53,38.53
219,Running Shoes,Sports,2,356.6,713.2
219,Business Book,Books,1,19.09,19.09
220,Yoga Mat,Sports,1,393.04,393.04
220,Lamp,Home & Garden,2,100.25,200.5
221,AirPods,Electronics,1,383.22,383.22
221,iPad,Electronics,1,988.27,988.27
221,Dumbbells,Sports,2,284.15,568.3
222,Plant Pot,Home & Garden,1,38.77,38.77
222,Fiction Novel,Books,2,35.38,70.76
222,Lamp,Home & Garden,2,118.19,236.38
223,Plant Pot,Home & Garden,2,192.39,384.78
223,Cookbook,Books,2,33.04,66.08
223,Dumbbells,Sports,2,118.58,237.16
224,iPad,Electronics,2,390.22,780.44
224,Plant Pot,Home & Garden,1,42.71,42.71
225,Coffee Maker,Home & Garden,2,296.55,593.1
225,Lamp,Home & Garden,1,101.81,101.81
225,Cookbook,Books,2,24.91,49.82
226,Coffee Maker,Home & Garden,1,66.84,66.84
226,Skincare Set,Beauty,1,53.28,53.28
226,Plant Pot,Home & Garden,2,87.86,175.72
227,Dress,Clothing,1,139.4,139.4
227,Skincare Set,Beauty,2,91.22,182.44
228,Jeans,Clothing,1,116.42,116.42
228,iPad,Electronics,1,620.15,620.15
228,Jeans,Clothing,1,122.88,122.88
229,Fiction Novel,Books,1,33.8,33.8
229,AirPods,Electronics,1,393.59,393.59
229,iPhone 15,Electronics,2,507.25,1014.5
230,Lamp,Home & Garden,2,27.64,55.28
230,Perfume,Beauty,1,12.28,12.28
230,T-Shirt,Clothing,1,43.65,43.65
231,Yoga Mat,Sports,1,302.07,302.07
232,Dress,Clothing,1,104.07,104.07
233,Cookbook,Books,1,40.47,40.47
233,Dumbbells,Sports,2,368.05,736.1
233,Makeup Kit,Beauty,1,54.16,54.16
234,Coffee Maker,Home & Garden,2,102.92,205.84
234,Coffee Maker,Home & Garden,2,90.48,180.96
234,Lamp,Home & Garden,2,148.31,296.62
235,Yoga Mat,Sports,2,108.98,217.96
236,Yoga Mat,Sports,2,267.48,534.96
237,Jeans,Clothing,2,95.39,190.78
238,Business Book,Books,2,44.55,89.1
238,Perfume,Beauty,2,16.43,32.86
238,Jeans,Clothing,2,58.79,117.58
239,Running Shoes,Sports,2,180.62,361.24
240,MacBook Pro,Electronics,2,415.15,830.3
241,Jacket,Clothing,1,101.94,101.94
241,iPad,Electronics,2,683.48,1366.96
241,Jeans,Clothing,2,68.3,136.6
242,Skincare Set,Beauty,2,27.62,55.24
242,Dumbbells,Sports,2,181.02,362.04
243,T-Shirt,Clothing,1,79.56,79.56
243,Lamp,Home & Garden,1,198.95,198.95
243,Skincare Set,Beauty,2,81.02,162.04
244,Jeans,Clothing,2,35.37,70.74
245,Jeans,Clothing,1,189.44,189.44
246,iPad,Electronics,1,101.64,101.64
247,Yoga Mat,Sports,1,270.29,270.29
247,Plant Pot,Home & Garden,2,292.28,584.56
248,iPad,Electronics,1,773.1,773.1
248,iPhone 15,Electronics,2,836.59,1673.18
248,Jeans,Clothing,2,173.59,347.18
249,AirPods,Electronics,2,729.22,1458.44
249,MacBook Pro,Electronics,2,519.29,1038.58
250,Dress,Clothing,1,197.98,197.98
251,Plant Pot,Home & Garden,1,137.78,137.78
252,Dumbbells,Sports,1,260.77,260.77
252,Plant Pot,Home & Garden,2,68.05,136.1
253,Fiction Novel,Books,1,32.45,32.45
253,iPad,Electronics,1,255.67,255.67
254,Lamp,Home & Garden,2,91.44,182.88
254,Jeans,Clothing,1,108.12,108.12
254,MacBook Pro,Electronics,2,746.34,1492.68
255,Skincare Set,Beauty,2,75.86,151.72
255,Lamp,Home & Garden,2,246.29,492.58
256,iPad,Electronics,1,875.16,875.16
256,MacBook Pro,Electronics,1,215.48,215.48
256,Yoga Mat,Sports,1,178.66,178.66
257,Yoga Mat,Sports,1,293.59,293.59
257,Lamp,Home & Garden,2,191.71,383.42
257,Running Shoes,Sports,1,256.64,256.64
258,iPad,Electronics,2,548.2,1096.4
258,MacBook Pro,Electronics,2,352.11,704.22
259,Dumbbells,Sports,1,348.31,348.31
259,Cookbook,Books,1,27.31,27.31
260,Makeup Kit,Beauty,1,94.03,94.03
260,Coffee Maker,Home & Garden,2,76.82,153.64
260,Coffee Maker,Home & Garden,2,156.27,312.54
261,Fiction Novel,Books,2,46.92,93.84
261,Lamp,Home & Garden,2,262.57,525.14
262,Dumbbells,Sports,2,228.38,456.76
262,Jacket,Clothing,1,66.6,66.6
263,T-Shirt,Clothing,1,163.95,163.95
263,Cookbook,Books,2,23.73,47.46
263,MacBook Pro,Electronics,1,611.89,611.89
264,AirPods,Electronics,2,106.5,213.0
264,Skincare Set,Beauty,2,63.26,126.52
264,Makeup Kit,Beauty,1,53.38,53.38
265,Perfume,Beauty,2,74.32,148.64
266,Perfume,Beauty,2,62.81,125.62
267,AirPods,Electronics,1,277.23,277.23
267,Lamp,Home & Garden,2,239.98,479.96
268,iPad,Electronics,1,640.58,640.58
268,AirPods,Electronics,1,625.32,625.32
268,AirPods,Electronics,1,439.39,439.39
269,Cookbook,Books,1,18.72,18.72
269,Running Shoes,Sports,1,28.48,28.48
270,MacBook Pro,Electronics,1,626.88,626.88
270,Running Shoes,Sports,1,101.89,101.89
271,Skincare Set,Beauty,2,55.95,111.9
271,Skincare Set,Beauty,1,90.89,90.89
271,Skincare Set,Beauty,2,20.79,41.58
272,Makeup Kit,Beauty,1,96.67,96.67
272,AirPods,Electronics,1,654.09,654.09
273,Perfume,Beauty,1,79.2,79.2
274,Business Book,Books,2,19.25,38.5
274,Dress,Clothing,1,89.19,89.19
274,Business Book,Books,1,44.12,44.12
275,Plant Pot,Home & Garden,2,277.28,554.56
275,Business Book,Books,1,10.25,10.25
276,MacBook Pro,Electronics,1,130.53,130.53
277,Skincare Set,Beauty,1,39.57,39.57
278,Coffee Maker,Home & Garden,1,259.58,259.58
279,Perfume,Beauty,2,31.45,62.9
279,Cookbook,Books,2,49.53,99.06
280,Cookbook,Books,2,20.58,41.16
280,Yoga Mat,Sports,1,104.67,104.67
281,Running Shoes,Sports,1,125.65,125.65
281,Skincare Set,Beauty,1,86.55,86.55
282,Jacket,Clothing,1,66.78,66.78
283,Makeup Kit,Beauty,1,64.58,64.58
283,Makeup Kit,Beauty,2,27.03,54.06
284,Skincare Set,Beauty,1,51.26,51.26
284,Lamp,Home & Garden,1,80.28,80.28
285,Jeans,Clothing,2,139.4,278.8
285,Skincare Set,Beauty,2,91.11,182.22
286,Yoga Mat,Sports,1,264.76,264.76
286,Dumbbells,Sports,1,108.52,108.52
287,Skincare Set,Beauty,1,97.66,97.66
287,Makeup Kit,Beauty,1,76.54,76.54
288,Coffee Maker,Home & Garden,2,232.57,465.14
289,MacBook Pro,Electronics,2,564.35,1128.7
289,Dress,Clothing,1,103.36,103.36
289,Coffee Maker,Home & Garden,1,151.66,151.66
290,T-Shirt,Clothing,2,74.52,149.04
290,Dumbbells,Sports,2,314.1,628.2
291,Business Book,Books,2,45.89,91.78
292,Dumbbells,Sports,1,221.02,221.02
292,Lamp,Home & Garden,1,247.64,247.64
293,Cookbook,Books,1,18.69,18.69
293,Jacket,Clothing,1,51.67,51.67
294,Skincare Set,Beauty,2,32.71,65.42
294,Plant Pot,Home & Garden,2,214.44,428.88
295,Perfume,Beauty,1,70.33,70.33
295,Makeup Kit,Beauty,1,17.52,17.52
296,Cookbook,Books,1,13.34,13.34
296,Running Shoes,Sports,2,96.81,193.62
297,Perfume,Beauty,2,65.02,130.04
297,Lamp,Home & Garden,2,251.58,503.16
297,Makeup Kit,Beauty,1,73.6,73.6
298,Cookbook,Books,2,47.13,94.26
299,Skincare Set,Beauty,1,25.01,25.01
299,Makeup Kit,Beauty,2,37.26,74.52
300,MacBook Pro,Electronics,2,313.67,627.34
301,Plant Pot,Home & Garden,2,296.81,593.62
301,Yoga Mat,Sports,1,33.16,33.16
302,Perfume,Beauty,1,11.34,11.34
302,iPhone 15,Electronics,2,564.54,1129.08
302,Cookbook,Books,2,12.54,25.08
303,Lamp,Home & Garden,2,200.36,400.72
303,Jeans,Clothing,1,94.12,94.12
