order_id,customer_id,order_date,customer_type,order_total,num_items
248,88,2025-04-30,regular,2793.46,3
249,89,2024-03-01,frequent,2497.02,2
250,89,2024-12-31,frequent,197.98,1
251,89,2025-06-07,frequent,137.78,1
252,89,2025-05-30,frequent,396.87,2
253,89,2024-08-07,frequent,288.12,2
254,89,2025-03-05,frequent,1783.68,3
255,90,2025-04-24,occasional,644.3,2
256,91,2023-12-02,frequent,1269.3,3
257,91,2024-08-08,frequent,933.65,3
258,91,2025-04-08,frequent,1800.62,2
259,91,2025-05-16,frequent,375.62,2
260,92,2024-08-17,regular,560.21,3
261,92,2024-06-20,regular,618.98,2
262,92,2024-12-21,regular,523.36,2
263,93,2024-04-08,regular,823.3,3
264,93,2025-05-01,regular,392.9,3
265,93,2024-09-17,regular,148.64,1
266,94,2024-01-23,occasional,125.62,1
267,94,2024-08-16,occasional,757.19,2
268,95,2025-06-06,occasional,1705.29,3
269,96,2024-11-17,regular,47.2,2
270,96,2025-01-05,regular,728.77,2
271,97,2024-11-06,frequent,244.37,3
272,97,2024-07-21,frequent,750.76,2
273,97,2024-06-09,frequent,79.2,1
274,97,2024-08-26,frequent,171.81,3
275,98,2025-06-08,frequent,564.81,2
276,98,2025-05-07,frequent,130.53,1
277,98,2025-05-29,frequent,39.57,1
278,99,2024-06-14,occasional,259.58,1
279,100,2024-08-03,occasional,161.96,2
280,100,2024-06-26,occasional,145.83,2
281,101,2024-07-19,regular,212.2,2
282,101,2024-12-19,regular,66.78,1
283,102,2024-11-19,occasional,118.64,2
284,102,2025-04-22,occasional,131.54,2
285,103,2025-06-02,occasional,461.02,2
286,103,2025-06-06,occasional,373.28,2
287,104,2025-04-26,occasional,174.2,2
288,104,2025-03-17,occasional,465.14,1
289,105,2025-01-25,frequent,1383.72,3
290,105,2025-01-06,frequent,777.24,2
291,105,2025-01-15,frequent,91.78,1
292,105,2025-05-14,frequent,468.66,2
293,105,2025-04-10,frequent,70.36,2
294,105,2025-06-06,frequent,494.3,2
295,106,2025-01-08,regular,87.85,2
296,106,2025-02-07,regular,206.96,2
297,106,2024-11-11,regular,706.8,3
298,106,2024-11-23,regular,94.26,1
299,107,2025-02-25,regular,99.53,2
300,107,2025-04-29,regular,627.34,1
301,107,2025-05-24,regular,626.78,2
302,108,2025-02-15,regular,1165.5,3
303,108,2024-11-02,regular,494.84,2
304,108,2024-08-10,regular,2176.06,3
305,109,2025-03-21,regular,857.47,2
306,109,2025-05-25,regular,344.24,2
307,110,2025-02-05,regular,666.38,3
308,110,2025-01-16,regular,327.17,1
309,111,2024-12-13,regular,766.33,3
310,111,2024-08-06,regular,811.07,1
311,112,2024-03-12,frequent,95.78,2
312,112,2024-12-21,frequent,434.32,3
313,112,2024-01-16,frequent,970.46,3
314,112,2024-08-27,frequent,1803.11,3
315,112,2024-05-08,frequent,55.92,1
316,112,2023-10-10,frequent,140.88,2
317,113,2025-05-10,occasional,104.89,1
318,113,2025-03-08,occasional,1742.06,2
319,114,2024-08-21,regular,175.48,1
320,114,2024-09-07,regular,137.72,1
321,115,2024-12-19,regular,885.12,1
322,115,2025-03-13,regular,1842.0,3
323,115,2025-05-15,regular,568.63,3
324,115,2025-02-27,regular,497.79,3
325,116,2025-03-04,frequent,193.32,2
326,116,2024-12-26,frequent,746.31,3
327,116,2024-12-09,frequent,310.76,2
328,116,2024-11-03,frequent,699.42,3
329,116,2025-05-24,frequent,236.95,1
330,117,2024-12-21,frequent,88.84,1
331,117,2025-02-16,frequent,66.12,1
332,117,2025-04-29,frequent,705.41,3
333,117,2025-04-06,frequent,784.47,3
334,117,2025-04-13,frequent,356.19,1
335,118,2024-01-02,regular,2038.66,3
336,118,2024-04-01,regular,515.7,1
337,118,2024-08-24,regular,715.07,2
338,119,2024-12-16,regular,623.86,2
339,119,2024-11-28,regular,1175.53,3
340,119,2024-11-13,regular,193.33,2
341,120,2025-05-14,occasional,1478.22,1
342,120,2025-05-21,occasional,925.52,3
343,121,2025-04-23,regular,377.67,2
344,121,2025-05-28,regular,673.9,1
345,121,2025-01-12,regular,1718.06,3
346,121,2025-03-22,regular,119.72,2
347,122,2025-05-26,frequent,290.36,3
348,122,2025-06-06,frequent,1809.07,3
349,122,2025-06-02,frequent,212.47,2
350,123,2025-03-29,regular,239.43,2
351,123,2025-06-01,regular,111.81,2
352,124,2025-01-25,regular,1474.78,1
353,124,2025-01-01,regular,803.0,2
354,124,2024-12-17,regular,972.09,3
355,125,2023-10-30,regular,256.42,2
356,125,2023-10-23,regular,164.66,3
357,126,2024-07-28,regular,745.72,2
358,126,2025-03-05,regular,286.73,3
359,126,2024-12-10,regular,586.54,1
360,126,2024-08-02,regular,788.53,2
361,127,2025-04-17,occasional,195.88,1
362,128,2024-06-27,regular,1046.48,3
363,128,2024-05-15,regular,68.91,2
364,128,2024-04-19,regular,1535.08,3
365,128,2024-02-02,regular,61.82,1
366,129,2025-01-19,regular,1310.14,3
367,129,2025-04-13,regular,1307.6,3
368,130,2024-02-27,occasional,14.58,1
369,131,2025-04-09,regular,142.4,1
370,131,2024-09-13,regular,83.7,1
371,132,2025-05-30,frequent,191.02,2
372,132,2025-05-09,frequent,641.02,3
373,132,2025-06-02,frequent,14.31,1
374,132,2025-05-24,frequent,2213.68,3
375,132,2025-05-19,frequent,139.22,2
376,132,2025-05-30,frequent,219.22,1
377,132,2025-05-24,frequent,120.98,2
378,133,2025-04-08,occasional,319.74,1
379,134,2025-05-08,occasional,693.2,2
380,134,2025-04-10,occasional,19.2,1
381,135,2024-10-18,occasional,385.49,3
382,136,2025-02-17,regular,214.88,3
383,136,2024-03-09,regular,229.46,2
384,136,2025-03-05,regular,521.87,3
385,137,2023-12-09,regular,612.16,1
386,137,2024-11-23,regular,73.9,1
387,138,2024-09-24,frequent,599.32,1
388,138,2024-12-06,frequent,80.56,1
389,138,2025-05-12,frequent,85.92,1
390,138,2025-03-12,frequent,155.92,3
391,139,2024-11-27,occasional,41.16,1
392,139,2024-04-26,occasional,217.07,2
393,140,2024-07-26,frequent,838.9,3
394,140,2025-06-03,frequent,435.78,2
395,140,2024-01-01,frequent,962.56,3
396,140,2024-12-19,frequent,125.48,2
397,141,2024-12-07,regular,185.74,2
398,141,2024-07-25,regular,2528.36,3
399,142,2024-04-07,regular,179.38,2
400,142,2024-02-06,regular,32.91,1
401,142,2024-02-03,regular,256.33,2
402,142,2024-07-08,regular,374.63,2
403,143,2023-10-27,frequent,413.64,3
404,143,2025-01-07,frequent,202.92,2
405,143,2024-08-08,frequent,1678.94,2
406,143,2023-09-17,frequent,262.68,2
407,143,2024-12-31,frequent,791.0,3
408,143,2023-12-21,frequent,82.68,1
409,144,2025-05-30,regular,720.37,3
410,144,2025-06-02,regular,627.64,3
411,144,2025-05-15,regular,249.13,3
412,145,2025-01-27,regular,377.28,2
413,145,2024-03-30,regular,951.56,3
414,145,2024-04-19,regular,397.92,3
415,146,2025-06-07,occasional,432.35,3
416,146,2025-04-15,occasional,209.76,1
417,147,2025-05-31,frequent,51.18,1
418,147,2025-04-13,frequent,512.34,1
419,147,2025-04-19,frequent,510.24,1
420,147,2025-05-20,frequent,315.07,2
421,148,2025-05-28,regular,294.95,2
422,148,2024-11-26,regular,109.36,1
423,149,2025-05-14,frequent,218.41,2
424,149,2025-03-13,frequent,47.64,1
425,149,2025-05-18,frequent,773.12,1
426,150,2024-12-02,regular,178.37,2
427,150,2025-02-01,regular,1006.25,2
428,150,2024-05-27,regular,38.95,1
429,150,2024-05-16,regular,280.7,2
430,151,2025-02-17,occasional,712.86,3
431,151,2025-04-02,occasional,962.35,2
432,152,2024-09-23,regular,448.96,2
433,152,2023-09-24,regular,462.48,1
434,152,2025-06-05,regular,203.22,2
435,152,2025-04-10,regular,424.62,2
436,153,2024-10-15,occasional,1529.91,3
437,154,2024-09-18,regular,484.86,2
438,154,2025-05-29,regular,87.73,3
439,155,2025-05-02,occasional,117.2,1
440,155,2025-05-14,occasional,69.99,1
441,156,2024-12-29,regular,976.2,3
442,156,2024-03-26,regular,138.46,2
443,156,2024-02-27,regular,2275.83,3
444,157,2025-04-08,occasional,93.17,1
445,157,2025-01-21,occasional,439.18,3
446,158,2025-05-02,regular,204.55,1
447,158,2025-04-17,regular,407.56,3
448,159,2024-01-01,frequent,576.89,2
449,159,2024-09-25,frequent,328.78,3
450,159,2025-03-08,frequent,423.68,3
451,159,2024-07-25,frequent,1437.85,3
452,159,2024-07-25,frequent,193.33,1
453,159,2024-02-14,frequent,86.82,1
454,160,2025-05-14,occasional,80.35,1
455,161,2025-06-08,frequent,235.69,2
456,161,2025-01-29,frequent,125.34,2
457,161,2024-02-13,frequent,649.24,3
458,161,2024-11-24,frequent,775.36,1
459,161,2024-01-27,frequent,99.32,1
460,162,2024-05-25,regular,2577.59,3
461,162,2024-02-24,regular,497.69,2
462,163,2025-03-31,regular,1274.2,3
463,163,2024-06-15,regular,178.76,1
464,163,2024-10-28,regular,185.36,1
465,164,2025-01-21,occasional,515.58,2
466,164,2024-06-13,occasional,249.75,3
467,165,2024-08-08,occasional,114.61,2
468,166,2025-04-09,frequent,959.43,3
469,166,2025-06-07,frequent,705.44,2
470,166,2024-04-04,frequent,192.72,3
471,166,2024-03-29,frequent,209.36,1
472,167,2025-04-13,regular,302.12,2
473,167,2025-05-09,regular,1094.6,2
474,167,2025-04-26,regular,767.96,2
475,167,2025-05-07,regular,37.54,1
476,168,2024-09-24,regular,460.32,2
477,168,2025-05-09,regular,38.83,1
478,168,2024-11-16,regular,717.76,3
479,169,2024-02-04,frequent,291.88,1
480,169,2024-08-31,frequent,676.58,1
481,169,2023-11-06,frequent,64.66,2
482,169,2024-04-17,frequent,378.8,2
483,169,2024-07-23,frequent,329.38,1
484,169,2025-03-11,frequent,741.16,2
485,169,2025-03-29,frequent,562.36,1
486,170,2025-02-28,regular,92.18,1
487,170,2024-04-10,regular,426.97,3
488,170,2025-04-10,regular,322.44,3
489,171,2025-06-01,regular,562.44,3
490,171,2025-05-07,regular,278.18,1
491,172,2025-03-17,regular,350.72,2
492,172,2025-05-20,regular,941.74,3
493,173,2025-04-15,regular,339.24,1
494,173,2025-06-07,regular,492.77,3
495,174,2025-05-13,regular,243.23,2
496,174,2025-05-19,regular,120.1,3
497,175,2025-05-23,frequent,807.23,3
498,175,2025-02-24,frequent,27.46,1
499,175,2025-05-31,frequent,269.19,1
500,176,2025-02-13,regular,540.52,1
501,176,2025-03-11,regular,937.86,2
502,177,2025-04-29,regular,235.18,2
503,177,2025-04-19,regular,694.67,3
504,178,2025-04-22,occasional,1503.88,1
505,178,2024-12-31,occasional,338.84,3
506,179,2025-01-03,regular,239.93,3
507,179,2024-08-23,regular,236.18,2
508,180,2025-05-08,regular,465.47,3
509,180,2025-05-16,regular,109.06,1
510,180,2024-07-20,regular,683.47,3
511,180,2025-05-15,regular,529.63,3
512,181,2025-06-01,regular,74.46,1
513,181,2025-06-03,regular,1833.57,2
514,181,2025-06-07,regular,255.15,1
515,181,2025-06-03,regular,1817.02,3
516,182,2025-03-20,occasional,142.9,2
517,182,2025-05-21,occasional,439.11,3
518,183,2024-03-09,frequent,1923.17,3
519,183,2024-01-04,frequent,906.49,3
520,183,2024-10-01,frequent,508.87,2
521,183,2025-05-19,frequent,1051.88,2
522,183,2023-12-16,frequent,132.11,3
523,183,2024-11-17,frequent,248.91,3
524,183,2024-05-12,frequent,260.06,2
525,184,2025-06-07,regular,607.47,3
526,184,2025-05-22,regular,1312.75,3
527,185,2024-10-06,occasional,1137.31,3
528,186,2025-02-12,occasional,126.32,2
529,186,2025-06-08,occasional,188.08,1
530,187,2023-10-14,occasional,3091.63,3
531,188,2025-06-02,regular,799.73,1
532,188,2025-05-24,regular,397.14,2
533,189,2024-07-11,regular,131.36,2
534,189,2024-03-23,regular,1991.72,1
535,189,2025-01-25,regular,30.75,1
536,190,2024-12-02,occasional,1294.0,1
537,190,2025-01-23,occasional,1233.12,2
538,191,2024-11-13,occasional,1044.29,2
539,191,2024-12-07,occasional,282.11,2
540,192,2025-03-15,frequent,631.42,1
541,192,2025-05-31,frequent,569.3,1
542,192,2024-11-14,frequent,298.1,1
543,192,2024-10-14,frequent,435.94,3
544,192,2025-02-14,frequent,1564.28,3
545,193,2025-02-01,regular,486.88,1
546,193,2024-03-11,regular,857.98,3
547,193,2025-06-07,regular,1113.72,2
548,193,2023-11-22,regular,885.65,3
549,194,2025-01-25,frequent,26.89,1
550,194,2025-02-27,frequent,818.07,2
551,194,2025-04-28,frequent,12.67,1
552,194,2024-05-15,frequent,68.38,1
553,194,2025-01-16,frequent,613.44,1
554,194,2024-09-02,frequent,848.23,1
555,195,2024-12-18,occasional,135.53,1
556,195,2023-11-09,occasional,877.1,2
557,196,2025-04-13,occasional,177.18,1
558,197,2024-11-14,regular,146.88,1
559,197,2024-11-20,regular,564.76,1
560,197,2024-11-28,regular,102.3,2
561,197,2024-10-13,regular,193.24,1
562,198,2025-04-24,frequent,801.08,3
563,198,2024-06-29,frequent,277.8,1
564,198,2024-07-16,frequent,594.36,3
565,198,2024-05-19,frequent,505.1,1
566,198,2024-10-21,frequent,258.21,1
567,198,2025-05-12,frequent,472.74,1
568,198,2024-04-16,frequent,725.17,2
569,199,2023-11-06,regular,473.97,2
570,199,2024-05-16,regular,849.92,1
571,199,2024-09-29,regular,293.1,3
572,199,2024-10-23,regular,49.82,2
573,200,2025-03-21,frequent,238.76,3
574,200,2024-12-23,frequent,284.05,3
575,200,2024-11-27,frequent,57.56,1
576,200,2025-03-01,frequent,11.72,1
577,200,2024-12-13,frequent,1971.79,3
578,200,2024-12-03,frequent,85.63,1
579,200,2025-04-04,frequent,1557.48,3
580,201,2024-07-23,occasional,2031.85,2
581,202,2024-07-02,frequent,912.29,3
582,202,2025-06-05,frequent,10.53,1
583,202,2024-10-31,frequent,514.78,3
584,202,2025-02-18,frequent,385.8,3
585,202,2024-11-03,frequent,79.32,1
586,202,2024-10-07,frequent,848.51,2
587,202,2024-06-27,frequent,812.33,3
588,203,2024-10-22,regular,792.24,2
589,203,2024-05-11,regular,199.66,1
590,204,2025-04-19,regular,1526.36,3
591,204,2025-05-07,regular,719.01,3
592,204,2025-04-18,regular,262.29,3
593,205,2023-12-06,regular,387.38,2
594,205,2023-12-18,regular,261.53,2
595,205,2024-05-07,regular,418.04,2
596,205,2025-06-08,regular,60.66,2
597,206,2025-06-05,regular,832.26,3
598,206,2025-04-26,regular,531.34,2
599,206,2025-05-01,regular,501.36,1
600,207,2025-05-30,regular,45.74,2
601,207,2024-03-18,regular,896.08,1
602,208,2024-11-29,regular,1696.15,3
603,208,2025-05-18,regular,1029.35,3
604,208,2025-03-25,regular,440.14,2
605,208,2024-05-02,regular,89.96,1
606,209,2025-05-29,occasional,2243.32,3
607,210,2024-08-08,frequent,802.03,3
608,210,2025-01-21,frequent,487.2,2
609,210,2023-11-27,frequent,200.88,2
610,211,2025-04-14,occasional,938.02,2
611,211,2025-06-07,occasional,229.2,1
612,212,2025-06-05,regular,905.68,1
613,212,2025-02-11,regular,44.26,1
614,213,2024-10-02,frequent,238.51,2
615,213,2024-01-13,frequent,108.2,1
616,213,2024-05-08,frequent,480.62,3
617,213,2025-05-24,frequent,228.3,1
618,213,2025-01-29,frequent,609.52,3
619,213,2024-09-01,frequent,756.08,3
620,213,2024-09-29,frequent,25.14,1
621,214,2025-04-16,occasional,2027.01,3
622,215,2024-09-14,frequent,80.8,1
623,215,2024-06-08,frequent,553.35,3
624,215,2025-02-02,frequent,195.93,3
625,215,2024-05-08,frequent,397.64,3
626,215,2025-04-11,frequent,671.72,2
627,216,2024-12-21,occasional,923.2,2
628,217,2024-11-24,frequent,849.22,2
629,217,2024-11-25,frequent,817.4,3
630,217,2024-11-26,frequent,422.79,2
631,217,2024-12-02,frequent,244.18,1
632,218,2025-03-18,occasional,1407.42,3
633,219,2024-03-23,regular,488.06,1
634,219,2024-07-20,regular,343.26,1
635,220,2024-02-14,frequent,287.13,1
636,220,2023-10-15,frequent,106.44,1
637,220,2023-11-11,frequent,469.27,3
638,220,2025-06-08,frequent,784.36,3
639,220,2024-08-21,frequent,2224.22,2
640,220,2024-01-24,frequent,82.38,1
641,221,2025-03-06,occasional,1007.96,3
642,222,2024-06-10,occasional,228.06,2
643,223,2025-04-04,occasional,176.42,2
644,223,2025-02-22,occasional,56.32,1
645,224,2024-12-01,regular,466.56,3
646,224,2025-04-01,regular,288.92,3
647,224,2024-09-14,regular,181.17,2
648,225,2025-05-24,regular,791.26,2
649,225,2025-02-02,regular,932.81,3
650,225,2025-02-04,regular,348.99,1
651,226,2024-05-22,frequent,892.82,3
652,226,2024-12-22,frequent,379.48,1
653,226,2025-03-12,frequent,539.22,2
654,226,2025-05-12,frequent,947.07,2
655,226,2024-06-26,frequent,43.75,2
656,226,2024-06-28,frequent,1428.48,1
657,227,2025-01-07,regular,122.93,2
658,227,2024-05-20,regular,610.36,2
659,227,2023-10-27,regular,628.96,2
660,228,2025-05-15,regular,683.64,2
661,228,2025-04-21,regular,886.19,1
662,228,2025-03-10,regular,302.77,2
663,229,2025-03-16,occasional,47.13,1
664,229,2025-02-28,occasional,1306.17,3
665,230,2024-11-23,occasional,209.68,1
666,231,2023-11-07,regular,67.03,2
667,231,2024-11-24,regular,589.32,1
668,231,2024-10-31,regular,133.46,2
669,232,2025-06-03,occasional,301.57,2
670,233,2024-10-11,regular,13.79,1
671,233,2024-01-05,regular,80.82,1
672,233,2025-01-29,regular,29.9,1
673,233,2024-09-23,regular,250.43,2
674,234,2024-07-28,frequent,272.31,3
675,234,2025-05-16,frequent,98.72,2
