customer_id,recency,frequency,total_spent,avg_order_value,spending_std,total_items,avg_items,age,gender_num,category_diversity,clv_current,clv_potential,is_at_risk,value_tier,clv_predicted,churn_probability,churn_predicted,clv_score,engagement_score,risk_score,overall_score,customer_tier
11,23,3,379.46,126.49,39.5,5,1.67,50,1,5,379.46,758.92,0,0,682.2836796825395,0.04909756418923296,0,7.0,61.0,5.0,50.0,Silver
12,37,4,1661.02,415.26,383.34,8,2.0,62,0,5,1661.02,2491.56,0,1,2492.745783506494,0.01367454193594606,0,28.0,69.0,1.0,62.0,Gold
13,43,1,574.4,574.4,0.0,3,3.0,54,1,3,574.4,1148.8,0,0,1158.8663032539685,0.08067898969284817,0,13.0,55.0,8.0,49.0,Silver
14,440,2,463.26,231.63,157.36,3,1.5,36,1,3,463.26,926.52,1,0,928.643585865801,0.9808596522148466,1,10.0,43.0,98.0,18.0,Bronze
15,66,2,436.64,218.32,281.8,2,1.0,20,1,2,436.64,873.28,1,0,883.9353557142858,0.9446349938892898,1,10.0,32.0,94.0,15.0,Bronze
16,66,2,637.29,318.64,234.75,4,2.0,43,1,3,637.29,1274.58,1,0,1272.2163931746027,0.9587436524950032,1,14.0,48.0,96.0,21.0,Bronze
17,304,2,2348.88,1174.44,276.11,5,2.5,18,1,3,2348.88,4697.76,1,2,4688.862241593409,0.9478810137076107,1,53.0,54.0,95.0,39.0,Bronze
18,83,2,3100.53,1550.26,924.51,4,2.0,32,0,2,3100.53,6201.06,1,2,6194.700173809522,0.9561795588957035,1,71.0,43.0,96.0,43.0,Silver
19,73,3,2378.62,792.87,890.53,4,1.33,48,1,4,2378.62,4757.22,1,2,4750.2081603968245,0.9432231404958678,1,54.0,51.0,94.0,39.0,Bronze
20,33,3,664.6,221.53,37.52,5,1.67,18,0,3,664.6,1329.18,0,0,1324.6185906277053,0.01720225355110382,0,15.0,50.0,2.0,50.0,Silver
21,320,2,2114.19,1057.1,1472.09,4,2.0,34,0,3,2114.19,4228.38,1,2,4217.308208391055,0.970455379532588,1,48.0,48.0,97.0,34.0,Bronze
22,106,4,2063.1,515.78,473.68,7,1.75,35,0,4,2063.1,3094.68,1,2,3096.5829739682545,0.9796133911271844,1,35.0,61.0,98.0,33.0,Bronze
23,16,3,1977.3,659.1,586.13,7,2.33,42,1,3,1977.3,3954.6,0,2,3958.670861904763,0.013591576542631743,0,45.0,57.0,1.0,65.0,Gold
24,53,1,1096.07,1096.07,0.0,3,3.0,24,1,3,1096.07,2192.14,0,1,2235.030462229438,0.09997020413620966,0,25.0,55.0,10.0,54.0,Silver
25,72,4,897.64,224.41,141.32,8,2.0,42,0,4,897.64,1346.46,1,1,1335.3777227705627,0.9531962515907415,1,15.0,63.0,95.0,26.0,Bronze
26,58,1,68.22,68.22,0.0,1,1.0,48,0,1,68.22,136.44,0,0,132.01145150793667,0.03588653671720131,0,1.0,21.0,4.0,36.0,Bronze
27,4,2,944.79,472.4,222.77,4,2.0,24,0,4,944.79,1889.58,0,1,1889.846212936509,0.0468497544700567,0,21.0,54.0,5.0,53.0,Silver
28,109,4,1203.1,300.77,250.21,5,1.25,59,0,5,1203.1,1804.62,1,1,1801.8225833333327,0.9436316351685936,1,20.0,61.0,94.0,28.0,Bronze
29,13,2,702.97,351.48,189.71,5,2.5,42,1,4,702.97,1405.94,0,0,1404.767528015873,0.04083138378500946,0,16.0,60.0,4.0,53.0,Silver
30,210,2,881.4,440.7,141.03,3,1.5,62,0,3,881.4,1762.8,1,1,1769.9021138095236,0.9708499498792896,1,20.0,43.0,97.0,22.0,Bronze
31,329,2,343.72,171.86,105.32,3,1.5,35,1,2,343.72,687.44,1,0,681.9841097191697,0.9889432621085936,1,7.0,37.0,99.0,14.0,Bronze
32,56,2,1621.35,810.68,413.08,5,2.5,18,1,2,1621.35,3242.7,0,1,3249.38275936508,0.07688932154140592,0,37.0,48.0,8.0,57.0,Silver
33,63,1,697.65,697.65,0.0,2,2.0,35,1,2,697.65,1395.3,1,0,1406.4280739682538,0.9466030428669856,1,16.0,38.0,95.0,19.0,Bronze
34,6,2,720.18,360.09,412.91,3,1.5,33,1,3,720.18,1440.36,0,0,1438.9995985714286,0.027438814936882563,0,16.0,43.0,3.0,48.0,Silver
35,50,1,984.62,984.62,0.0,2,2.0,57,0,2,984.62,1969.24,0,1,2008.110166514041,0.08726492896145728,0,22.0,38.0,9.0,48.0,Silver
36,14,3,1177.7,392.57,269.93,7,2.33,37,0,4,1177.7,2355.4,0,1,2353.418060079366,0.013885994840642424,0,26.0,62.0,1.0,59.0,Silver
37,34,2,1619.55,809.78,942.1,5,2.5,36,0,4,1619.55,3239.1,0,1,3258.974365152625,0.04598161159411508,0,37.0,60.0,5.0,61.0,Gold
38,116,4,1804.85,451.21,621.69,7,1.75,39,0,4,1804.85,2707.2599999999998,1,1,2707.8655569047633,0.9796133911271844,1,31.0,61.0,98.0,31.0,Bronze
39,143,3,2268.21,756.07,413.89,7,2.33,41,0,5,2268.21,4536.42,1,2,4544.775354963926,0.9579756340337056,1,52.0,68.0,96.0,42.0,Silver
40,47,4,1668.55,417.14,179.59,9,2.25,28,0,6,1668.55,2502.84,0,1,2492.705103506494,0.048899041220117324,0,28.0,77.0,5.0,63.0,Gold
41,47,3,907.05,302.35,197.51,5,1.67,54,0,3,907.05,1814.1,0,1,1799.4971328571423,0.024762390982571204,0,20.0,50.0,2.0,52.0,Silver
42,191,4,1537.79,384.45,239.41,9,2.25,43,1,6,1537.79,2306.7,1,1,2307.2572512698416,0.9969843300287816,1,26.0,77.0,100.0,34.0,Bronze
43,42,2,1363.39,681.7,912.09,4,2.0,68,1,3,1363.39,2726.78,0,1,2719.3433915873015,0.02389318664266964,0,31.0,48.0,2.0,56.0,Silver
44,143,2,576.13,288.06,306.31,5,2.5,21,0,4,576.13,1152.26,1,0,1146.5871469841263,0.9762484723301665,1,13.0,60.0,98.0,24.0,Bronze
45,202,3,288.31,96.1,103.39,4,1.33,32,0,2,288.31,576.5999999999999,1,0,540.0234718903317,0.9836305970149253,1,6.0,40.0,98.0,15.0,Bronze
46,176,3,2191.9,730.63,300.1,5,1.67,54,1,3,2191.9,4383.78,1,2,4389.675529437231,0.9881493417407593,1,50.0,50.0,99.0,35.0,Bronze
47,125,2,414.92,207.46,25.48,6,3.0,46,0,4,414.92,829.84,1,0,830.768277142857,0.9653568799203192,1,9.0,65.0,97.0,24.0,Bronze
48,10,1,530.94,530.94,0.0,3,3.0,48,0,3,530.94,1061.88,0,0,1087.479082763348,0.1478402821548041,0,12.0,55.0,15.0,47.0,Silver
49,65,6,817.81,136.3,96.78,9,1.5,48,0,5,817.81,817.8000000000001,1,0,819.4079513492061,0.9518280552321379,1,9.0,73.0,95.0,27.0,Bronze
50,256,2,932.95,466.48,107.2,2,1.0,62,1,2,932.95,1865.9,1,1,1868.122012063492,0.9986942675159236,1,21.0,32.0,100.0,18.0,Bronze
51,164,4,2044.05,511.01,273.32,9,2.25,41,1,5,2044.05,3066.06,1,2,3062.6977415079364,0.9807021965863661,1,35.0,72.0,98.0,36.0,Bronze
52,57,4,3283.97,820.99,782.82,8,2.0,47,0,4,3283.97,4925.9400000000005,0,2,4916.416366428571,0.007686401713188556,0,56.0,63.0,1.0,71.0,Gold
53,116,3,2278.43,759.48,565.47,5,1.67,43,0,4,2278.43,4556.86,1,2,4549.480810382394,0.9843964813288599,1,52.0,55.0,98.0,38.0,Bronze
54,110,4,2480.85,620.21,644.47,7,1.75,46,0,6,2480.85,3721.26,1,2,3722.3159050000013,0.957576508534833,1,42.0,72.0,96.0,40.0,Silver
55,188,1,182.48,182.48,0.0,1,1.0,58,1,1,182.48,364.96,1,0,361.96742292929304,0.9589745208585356,1,3.0,21.0,96.0,9.0,Bronze
56,10,2,1303.02,651.51,133.91,4,2.0,66,1,3,1303.02,2606.04,0,1,2596.3503644227994,0.022481720233490307,0,29.0,48.0,2.0,55.0,Silver
57,197,4,2709.85,677.46,599.08,9,2.25,56,1,5,2709.85,4064.76,1,2,4074.417239004328,0.990788844183334,1,46.0,72.0,99.0,40.0,Silver
58,401,1,22.07,22.07,0.0,1,1.0,34,0,1,22.07,44.14,1,0,58.55333746031745,0.972506183745583,1,0.0,21.0,97.0,7.0,Bronze
59,456,2,1511.77,755.88,102.92,5,2.5,27,0,3,1511.77,3023.54,1,1,3018.4001414935065,0.939868310298285,1,34.0,54.0,94.0,32.0,Bronze
60,92,2,2007.22,1003.61,182.36,6,3.0,20,0,5,2007.22,4014.44,1,2,4036.586993095239,0.8788291942581712,1,46.0,71.0,88.0,43.0,Silver
61,3,3,586.02,195.34,133.68,5,1.67,18,1,4,586.02,1172.04,0,0,1141.9450811904767,0.00951714238162603,0,12.0,55.0,1.0,51.0,Silver
62,217,2,1363.8,681.9,893.98,2,1.0,52,1,2,1363.8,2727.6,1,1,2733.8981539682545,0.9932231404958678,1,31.0,32.0,99.0,22.0,Bronze
63,48,5,3340.1,668.02,1059.65,9,1.8,59,0,5,3340.1,4008.12,0,2,4002.7462937662326,0.030870671777659977,0,45.0,72.0,3.0,69.0,Gold
64,268,3,2069.59,689.86,618.1,5,1.67,30,1,4,2069.59,4139.16,1,2,4148.453768571429,0.9681493417407593,1,47.0,55.0,97.0,36.0,Bronze
65,86,3,1959.62,653.21,470.15,5,1.67,36,0,4,1959.62,3919.24,1,2,3925.2070558297287,0.9755163065083704,1,45.0,55.0,98.0,35.0,Bronze
66,3,6,4888.89,814.82,750.11,13,2.17,64,0,5,4888.89,4888.92,0,2,4899.759016904761,0.027687300385751977,0,56.0,80.0,3.0,76.0,Gold
67,526,1,594.97,594.97,0.0,3,3.0,48,0,3,594.97,1189.94,1,0,1264.129667619048,0.9865546218487395,1,14.0,55.0,99.0,22.0,Bronze
68,94,2,295.77,147.88,86.57,3,1.5,67,0,2,295.77,591.54,1,0,587.5150992857142,0.9882627118644067,1,6.0,37.0,99.0,14.0,Bronze
69,59,5,4353.37,870.67,1030.45,11,2.2,32,0,5,4353.37,5224.0199999999995,0,2,5220.097116587302,0.05791824450998363,0,59.0,76.0,6.0,75.0,Gold
70,38,2,2787.9,1393.95,618.62,6,3.0,63,0,5,2787.9,5575.8,0,2,5633.101157142856,0.03391266406307088,0,64.0,71.0,3.0,76.0,Gold
71,78,4,4087.49,1021.87,691.61,8,2.0,25,1,5,4087.49,6131.22,1,2,6097.916549444442,0.9103730990336261,1,70.0,69.0,91.0,51.0,Silver
72,3,3,638.98,212.99,81.94,4,1.33,54,0,3,638.98,1277.94,0,0,1280.680883643578,0.0274455379001415,0,14.0,46.0,3.0,48.0,Silver
73,62,2,494.53,247.26,322.24,2,1.0,24,0,2,494.53,989.06,1,0,974.1725009523809,0.897750682820329,1,11.0,32.0,90.0,17.0,Bronze
74,14,3,707.49,235.83,8.59,4,1.33,20,1,4,707.49,1414.98,0,0,1412.1453234126986,0.0071458509246660725,0,16.0,51.0,1.0,51.0,Silver
75,122,5,2603.85,520.77,300.61,9,1.8,27,1,4,2603.85,3124.62,1,2,3119.005586031748,0.9376411351123363,1,35.0,66.0,94.0,36.0,Bronze
76,7,2,3017.47,1508.74,176.88,4,2.0,65,0,3,3017.47,6034.94,0,2,6027.324915476188,0.048962029256146906,0,69.0,48.0,5.0,70.0,Gold
77,382,2,1374.76,687.38,2.29,5,2.5,33,1,3,1374.76,2749.52,1,1,2762.956712008547,0.9588996344071117,1,31.0,54.0,96.0,30.0,Bronze
78,44,5,2906.1,581.22,568.24,14,2.8,64,0,6,2906.1,3487.32,0,2,3488.729024285713,0.007103737510793142,0,40.0,88.0,1.0,72.0,Gold
79,253,2,1364.36,682.18,125.36,5,2.5,57,1,3,1364.36,2728.72,1,1,2720.636761587302,0.9940019842048328,1,31.0,54.0,99.0,29.0,Bronze
80,87,3,2973.72,991.24,839.09,9,3.0,68,0,4,2973.72,5947.44,1,2,5970.423054365078,0.9459303178521786,1,68.0,70.0,95.0,50.0,Silver
81,242,2,1567.88,783.94,55.45,5,2.5,62,1,3,1567.88,3135.76,1,1,3139.3986234859585,0.9940019842048328,1,36.0,54.0,99.0,31.0,Bronze
82,109,6,3332.3,555.38,502.34,15,2.5,60,1,6,3332.3,3332.2799999999997,1,2,3333.3054074458896,0.9459399222042371,1,38.0,90.0,95.0,44.0,Silver
83,73,2,934.8,467.4,513.83,4,2.0,67,1,4,934.8,1869.6,1,1,1866.3727820634924,0.9823762793229488,1,21.0,54.0,98.0,25.0,Bronze
84,32,4,1627.12,406.78,241.71,6,1.5,61,1,3,1627.12,2440.68,0,1,2436.014818888888,0.01250702460512353,0,27.0,52.0,1.0,56.0,Silver
85,30,4,3036.58,759.14,619.06,8,2.0,59,1,5,3036.58,4554.84,0,2,4554.269174588745,0.01796569162621876,0,52.0,69.0,2.0,71.0,Gold
86,50,2,857.83,428.92,16.45,5,2.5,37,1,4,857.83,1715.66,0,0,1722.9424265079367,0.040077094069038,0,19.0,60.0,4.0,54.0,Silver
87,242,2,260.18,130.09,83.93,2,1.0,27,0,1,260.18,520.36,1,0,534.2215705266955,0.9579437520541706,1,5.0,26.0,96.0,11.0,Bronze
88,40,3,3749.95,1249.98,1388.73,6,2.0,48,0,4,3749.95,7499.88,0,2,7619.934732063493,0.029986007744847516,0,87.0,59.0,3.0,82.0,Platinum
89,2,6,5301.45,883.58,1003.1,11,1.83,36,0,5,5301.45,5301.4800000000005,0,2,5331.542651190476,0.021310021968825192,0,61.0,77.0,2.0,77.0,Gold
90,46,1,644.3,644.3,0.0,2,2.0,35,1,2,644.3,1288.6,0,0,1348.7732084920635,0.04901045027439303,0,15.0,38.0,5.0,46.0,Silver
91,24,4,4379.19,1094.8,597.72,10,2.5,45,0,4,4379.19,6568.799999999999,0,2,6566.408810158729,0.001598360655737705,0,75.0,69.0,0.0,81.0,Platinum
92,170,3,1702.55,567.52,48.23,7,2.33,43,1,5,1702.55,3405.1,1,1,3427.2280669841257,0.9604683633032903,1,39.0,68.0,96.0,37.0,Bronze
93,39,3,1364.84,454.95,341.58,7,2.33,50,0,4,1364.84,2729.68,0,1,2728.9263692424247,0.013885994840642424,0,31.0,62.0,1.0,61.0,Gold
94,297,2,882.81,441.4,446.59,3,1.5,44,1,3,882.81,1765.62,1,1,1768.9102852380952,0.9801875024834752,1,20.0,43.0,98.0,22.0,Bronze
95,3,1,1705.29,1705.29,0.0,3,3.0,41,0,1,1705.29,3410.58,0,1,3397.4309443073594,0.1362433346065699,0,38.0,44.0,14.0,54.0,Silver
96,155,2,775.97,387.98,481.94,4,2.0,37,1,3,775.97,1551.94,1,0,1549.0364124603168,0.965738244996586,1,17.0,48.0,97.0,22.0,Bronze
97,215,4,1246.14,311.53,300.52,9,2.25,51,1,4,1246.14,1869.1799999999998,1,1,1878.1943029365086,0.9688474771431299,1,21.0,66.0,97.0,29.0,Bronze
98,1,3,734.91,244.97,280.7,4,1.33,57,1,4,734.91,1469.82,0,0,1470.9902133333349,0.0071458509246660725,0,16.0,51.0,1.0,51.0,Silver
99,360,1,259.58,259.58,0.0,1,1.0,56,1,1,259.58,519.16,1,0,520.4275374603174,0.9689745208585356,1,5.0,21.0,97.0,9.0,Bronze
100,310,2,307.79,153.9,11.41,4,2.0,69,1,3,307.79,615.58,1,0,611.9817381446333,0.9539628223667701,1,6.0,48.0,95.0,18.0,Bronze
101,172,2,278.98,139.49,102.83,3,1.5,33,0,3,278.98,557.96,1,0,569.2814036507935,0.9890314955183324,1,6.0,43.0,99.0,16.0,Bronze
102,48,2,250.18,125.09,9.12,4,2.0,67,1,2,250.18,500.36,0,0,521.1326513636365,0.06409359421734796,0,5.0,43.0,6.0,43.0,Silver
103,3,2,834.3,417.15,62.04,4,2.0,49,0,3,834.3,1668.6,0,0,1668.1941723015866,0.03656558924975496,0,19.0,48.0,4.0,51.0,Silver
104,44,2,639.34,319.67,205.73,3,1.5,55,0,2,639.34,1278.68,0,0,1282.4801280952377,0.01948893760900883,0,14.0,37.0,2.0,46.0,Silver
105,3,6,3286.06,547.68,489.17,12,2.0,18,0,6,3286.06,3286.08,0,2,3280.3598759523798,0.022251632574788335,0,37.0,84.0,2.0,69.0,Gold
106,122,4,1095.87,273.97,293.69,8,2.0,66,0,4,1095.87,1643.8200000000002,1,1,1650.1050713347765,0.9815933236618344,1,18.0,63.0,98.0,27.0,Bronze
107,16,3,1353.65,451.22,304.57,5,1.67,51,0,4,1353.65,2707.3,0,1,2707.528059761906,0.023844664370582743,0,31.0,55.0,2.0,58.0,Silver
108,114,3,3836.4,1278.8,846.32,8,2.67,21,1,6,3836.4,7672.799999999999,1,2,7908.71559738095,0.9545753373866347,1,90.0,77.0,95.0,61.0,Gold
109,15,2,1201.71,600.86,362.91,4,2.0,43,1,3,1201.71,2403.42,0,1,2400.9191926984126,0.015689538948164793,0,27.0,48.0,2.0,55.0,Silver
110,124,2,993.55,496.78,239.86,4,2.0,30,1,3,993.55,1987.1,1,1,1992.129259841269,0.9575635309818787,1,22.0,48.0,96.0,24.0,Bronze
111,178,2,1577.4,788.7,31.64,4,2.0,52,0,3,1577.4,3154.8,1,1,3161.5807832539704,0.9765141403295913,1,36.0,48.0,98.0,29.0,Bronze
112,170,6,3500.47,583.41,688.7,14,2.33,52,1,5,3500.47,3500.46,1,2,3494.9159626190462,0.9465546218487395,1,40.0,82.0,95.0,42.0,Silver
113,30,2,1846.95,923.48,1157.65,3,1.5,18,0,2,1846.95,3693.9,0,2,3677.519264920635,0.05827314976415107,0,42.0,37.0,6.0,56.0,Silver
114,275,2,313.2,156.6,26.7,2,1.0,39,0,2,313.2,626.4,1,0,621.3962827883225,0.9699031668030861,1,6.0,32.0,97.0,13.0,Bronze
115,25,4,3793.54,948.38,619.09,10,2.5,52,0,6,3793.54,5690.28,0,2,5668.165541428571,0.019003423946876947,0,65.0,80.0,2.0,79.0,Gold
116,16,5,2186.76,437.35,264.52,11,2.2,51,1,6,2186.76,2624.1000000000004,0,2,2630.0043392857147,0.05594635928492849,0,30.0,82.0,6.0,65.0,Gold
117,41,5,2001.03,400.21,335.9,9,1.8,22,0,5,2001.03,2401.2599999999998,0,2,2397.8039821428574,0.024004234132152885,0,27.0,72.0,2.0,62.0,Gold
118,289,3,3269.43,1089.81,827.75,6,2.0,56,1,2,3269.43,6538.86,1,2,6503.408253015874,0.9953238450170276,1,74.0,48.0,100.0,44.0,Silver
119,175,3,1992.72,664.24,492.34,7,2.33,41,0,4,1992.72,3985.44,1,2,3984.360705952379,0.990701528821225,1,45.0,62.0,99.0,37.0,Bronze
120,19,2,2403.74,1201.87,390.82,4,2.0,32,0,3,2403.74,4807.48,0,2,4775.042556355311,0.04377323712744708,0,54.0,48.0,4.0,65.0,Gold
121,12,4,2889.35,722.34,701.37,8,2.0,24,0,4,2889.35,4334.04,0,2,4320.707035714289,0.017473420085257853,0,49.0,63.0,2.0,68.0,Gold
122,3,3,2311.9,770.63,900.16,8,2.67,63,1,5,2311.9,4623.78,0,2,4610.479067561332,0.03438212841127562,0,52.0,72.0,3.0,72.0,Gold
123,8,2,351.24,175.62,90.24,4,2.0,23,1,4,351.24,702.48,0,0,727.5393891847043,0.03881821200314721,0,8.0,54.0,4.0,48.0,Silver
124,135,3,3249.87,1083.29,349.42,6,2.0,44,0,3,3249.87,6499.74,1,2,6482.0445260317465,0.9769422260189592,1,74.0,53.0,98.0,46.0,Silver
125,588,2,421.08,210.54,64.88,5,2.5,19,1,3,421.08,842.16,1,0,841.7449964285714,0.9497722338669901,1,9.0,54.0,95.0,21.0,Bronze
126,96,4,2407.52,601.88,227.36,8,2.0,61,1,5,2407.52,3611.2799999999997,1,2,3621.4689669841273,0.9835389518775212,1,41.0,69.0,98.0,38.0,Bronze
127,53,1,195.88,195.88,0.0,1,1.0,48,0,1,195.88,391.76,0,0,407.59740386002886,0.05006766904919708,0,4.0,21.0,5.0,36.0,Bronze
128,347,4,2712.29,678.07,735.08,9,2.25,61,0,5,2712.29,4068.42,1,2,4073.8606556709947,0.987145577065504,1,46.0,72.0,99.0,40.0,Silver
129,57,2,2617.74,1308.87,1.8,6,3.0,24,0,4,2617.74,5235.48,0,2,5415.448815685426,0.07331907417856909,0,62.0,65.0,7.0,72.0,Gold
130,468,1,14.58,14.58,0.0,1,1.0,25,1,1,14.58,29.16,1,0,58.55333746031745,0.971376123000345,1,0.0,21.0,97.0,7.0,Bronze
131,61,2,226.1,113.05,41.51,2,1.0,47,1,2,226.1,452.2,1,0,457.84985260461747,0.9023896879240163,1,5.0,32.0,90.0,15.0,Bronze
132,7,7,3539.45,505.64,778.93,14,2.0,22,1,5,3539.45,3033.84,0,2,3031.7939907142863,0.11142962184873952,0,34.0,83.0,11.0,65.0,Gold
133,62,1,319.74,319.74,0.0,1,1.0,24,1,1,319.74,639.48,1,0,662.383177142857,0.9762667644674119,1,7.0,21.0,98.0,10.0,Bronze
134,32,2,712.4,356.2,476.59,3,1.5,65,1,3,712.4,1424.8,0,0,1425.7733981746032,0.022841274951802583,0,16.0,43.0,2.0,49.0,Silver
135,234,1,385.49,385.49,0.0,3,3.0,35,0,2,385.49,770.98,1,0,757.1431865873018,0.9939596851398789,1,8.0,49.0,99.0,18.0,Bronze
136,96,3,966.21,322.07,173.19,8,2.67,56,0,5,966.21,1932.42,1,1,1926.0282965079366,0.9935101795753508,1,22.0,72.0,99.0,31.0,Bronze
137,198,2,686.06,343.03,380.61,2,1.0,46,0,2,686.06,1372.12,1,0,1362.2510790476185,0.9985090909090908,1,15.0,32.0,100.0,16.0,Bronze
138,28,4,921.72,230.43,248.31,6,1.5,59,0,3,921.72,1382.58,0,1,1397.890776269841,0.045771815344065325,0,15.0,52.0,5.0,50.0,Silver
139,194,2,258.23,129.12,124.39,3,1.5,60,1,3,258.23,516.46,1,0,538.0034688095237,0.9854813414204873,1,6.0,43.0,99.0,16.0,Bronze
140,6,4,2362.72,590.68,383.11,10,2.5,55,0,6,2362.72,3544.08,0,2,3548.8013596031756,0.014821501151605474,0,40.0,80.0,1.0,70.0,Gold
141,184,2,2714.1,1357.05,1656.48,5,2.5,43,1,4,2714.1,5428.2,1,2,5390.449491904762,0.9859807081538317,1,61.0,60.0,99.0,43.0,Silver
142,336,4,843.25,210.81,143.23,7,1.75,41,0,5,843.25,1264.8600000000001,1,0,1259.3969323809517,0.9700174902808436,1,14.0,66.0,97.0,26.0,Bronze
143,153,6,3431.86,571.98,594.93,13,2.17,25,1,6,3431.86,3431.88,1,2,3434.3349998412677,0.9532931378278957,1,39.0,86.0,95.0,43.0,Silver
144,7,3,1597.14,532.38,249.65,9,3.0,36,1,4,1597.14,3194.2799999999997,0,1,3191.778439069263,0.0189738750019659,0,36.0,70.0,2.0,65.0,Gold
145,133,3,1726.76,575.59,325.77,8,2.67,39,1,4,1726.76,3453.52,1,1,3446.9245074603177,0.9917449664429531,1,39.0,66.0,99.0,36.0,Bronze
146,2,2,642.11,321.06,157.39,4,2.0,59,0,2,642.11,1284.22,0,0,1289.643576904762,0.010171232435423084,0,14.0,43.0,1.0,48.0,Silver
147,9,4,1388.83,347.21,217.96,5,1.25,24,1,3,1388.83,2083.2599999999998,0,1,2082.271921385281,0.011596636212243827,0,23.0,50.0,1.0,54.0,Silver
148,12,2,404.31,202.16,131.23,3,1.5,64,1,3,404.31,808.62,0,0,805.5804290836943,0.02889327120832987,0,9.0,43.0,3.0,46.0,Silver
149,22,3,1039.17,346.39,379.29,4,1.33,50,1,3,1039.17,2078.34,0,1,2079.45894027417,0.00918282603573472,0,23.0,46.0,1.0,53.0,Silver
150,128,4,1504.27,376.07,431.65,7,1.75,50,0,4,1504.27,2256.42,1,1,2259.523677142857,0.9796133911271844,1,25.0,61.0,98.0,29.0,Bronze
151,68,2,1675.21,837.6,176.42,5,2.5,18,1,2,1675.21,3350.42,1,1,3319.3619423809523,0.891764321541406,1,38.0,48.0,89.0,33.0,Bronze
152,4,4,1539.28,384.82,122.08,7,1.75,66,0,4,1539.28,2308.92,0,1,2306.0414212698415,0.029283884109255764,0,26.0,61.0,3.0,58.0,Silver
153,237,1,1529.91,1529.91,0.0,3,3.0,66,0,3,1529.91,3059.82,1,1,3191.0366459740258,0.993467583826315,1,36.0,55.0,99.0,31.0,Bronze
154,11,2,572.59,286.3,280.81,5,2.5,60,1,4,572.59,1145.18,0,0,1148.7657415079366,0.05303918698335262,0,13.0,60.0,5.0,52.0,Silver
155,26,2,187.19,93.6,33.38,2,1.0,23,0,2,187.19,374.38,0,0,381.4344032395383,0.028872676904732532,0,4.0,32.0,3.0,40.0,Silver
156,162,3,3390.49,1130.16,1076.97,8,2.67,38,0,4,3390.49,6780.960000000001,1,2,6695.740056349206,0.9731650117247372,1,76.0,66.0,97.0,51.0,Silver
157,62,2,532.35,266.18,244.67,4,2.0,36,1,3,532.35,1064.7,1,0,1073.7908265873018,0.935738244996586,1,12.0,48.0,94.0,21.0,Bronze
158,38,2,612.11,306.06,143.55,4,2.0,32,1,3,612.11,1224.22,0,0,1221.1779088095238,0.02622710780555337,0,13.0,48.0,3.0,49.0,Silver
159,93,6,3047.35,507.89,486.83,13,2.17,44,1,6,3047.35,3047.34,1,2,3048.250002936508,0.9713719555618857,1,34.0,86.0,97.0,40.0,Silver
160,26,1,80.35,80.35,0.0,1,1.0,20,1,1,80.35,160.7,0,0,162.9786993650794,0.06837914465415142,0,1.0,21.0,7.0,35.0,Bronze
161,1,5,1884.95,376.99,313.53,9,1.8,19,1,5,1884.95,2261.94,0,2,2259.937425714286,0.018348907863329683,0,25.0,72.0,2.0,61.0,Gold
162,380,2,3075.28,1537.64,1470.71,5,2.5,53,0,3,3075.28,6150.56,1,2,6175.566667619046,0.9982627118644067,1,71.0,54.0,100.0,45.0,Silver
