customer_id,recency,frequency,total_spent,clv_predicted,churn_probability,overall_score
67,526,1,594.97,1264.129667619048,0.9865546218487395,22.0
68,94,2,295.77,587.5150992857142,0.9882627118644067,14.0
73,62,2,494.53,974.1725009523809,0.897750682820329,17.0
75,122,5,2603.85,3119.005586031748,0.9376411351123363,36.0
77,382,2,1374.76,2762.956712008547,0.9588996344071117,30.0
79,253,2,1364.36,2720.636761587302,0.9940019842048328,29.0
81,242,2,1567.88,3139.3986234859585,0.9940019842048328,31.0
83,73,2,934.8,1866.3727820634924,0.9823762793229488,25.0
87,242,2,260.18,534.2215705266955,0.9579437520541706,11.0
92,170,3,1702.55,3427.2280669841257,0.9604683633032903,37.0
94,297,2,882.81,1768.9102852380952,0.9801875024834752,22.0
96,155,2,775.97,1549.0364124603168,0.965738244996586,22.0
97,215,4,1246.14,1878.1943029365086,0.9688474771431299,29.0
99,360,1,259.58,520.4275374603174,0.9689745208585356,9.0
100,310,2,307.79,611.9817381446333,0.9539628223667701,18.0
101,172,2,278.98,569.2814036507935,0.9890314955183324,16.0
106,122,4,1095.87,1650.1050713347765,0.9815933236618344,27.0
110,124,2,993.55,1992.129259841269,0.9575635309818787,24.0
111,178,2,1577.4,3161.5807832539704,0.9765141403295913,29.0
114,275,2,313.2,621.3962827883225,0.9699031668030861,13.0
119,175,3,1992.72,3984.360705952379,0.990701528821225,37.0
125,588,2,421.08,841.7449964285714,0.9497722338669901,21.0
126,96,4,2407.52,3621.4689669841273,0.9835389518775212,38.0
127,53,1,195.88,407.59740386002886,0.05006766904919708,36.0
130,468,1,14.58,58.55333746031745,0.971376123000345,7.0
131,61,2,226.1,457.84985260461747,0.9023896879240163,15.0
133,62,1,319.74,662.383177142857,0.9762667644674119,10.0
135,234,1,385.49,757.1431865873018,0.9939596851398789,18.0
136,96,3,966.21,1926.0282965079366,0.9935101795753508,31.0
137,198,2,686.06,1362.2510790476185,0.9985090909090908,16.0
139,194,2,258.23,538.0034688095237,0.9854813414204873,16.0
142,336,4,843.25,1259.3969323809517,0.9700174902808436,26.0
145,133,3,1726.76,3446.9245074603177,0.9917449664429531,36.0
150,128,4,1504.27,2259.523677142857,0.9796133911271844,29.0
151,68,2,1675.21,3319.3619423809523,0.891764321541406,33.0
153,237,1,1529.91,3191.0366459740258,0.993467583826315,31.0
157,62,2,532.35,1073.7908265873018,0.935738244996586,21.0
160,26,1,80.35,162.9786993650794,0.06837914465415142,35.0
163,70,3,1638.32,3285.636525952379,0.9575975247824821,32.0
164,139,2,765.33,1532.9927288095237,0.9837519842048327,27.0
165,305,1,114.61,232.7772142857142,0.979952361245291,13.0
169,72,7,3044.82,2621.7422369047626,0.8520183679512963,38.0
176,90,2,1478.38,2956.919852936509,0.9720988293227671,27.0
179,157,2,476.11,950.628418160173,0.964223915672639,21.0
185,246,1,1137.31,2284.8485588023095,1.0,27.0
189,135,3,2153.83,4321.94537714286,0.9752601156069365,34.0
190,137,2,2527.12,5050.374785367964,0.9765546218487395,35.0
191,184,2,1326.4,2643.2570557720064,0.9941637010676156,25.0
195,173,2,1012.63,2035.2979565079359,0.9698489919450627,21.0
196,57,1,177.18,355.52856983405485,0.08812407941613577,35.0
197,193,4,1007.18,1513.3803259523818,0.9856094315790539,24.0
199,229,4,1666.81,2492.572163506494,0.9969843300287816,34.0
201,321,1,2031.85,4195.079894841271,0.9781201634292355,31.0
203,230,2,991.9,1994.3501431746026,0.9935637991734682,20.0
210,139,3,1490.11,2974.0994150793663,0.990701528821225,32.0
216,170,1,923.2,1861.5285437362636,0.994417873114971,20.0
217,189,4,2333.59,3495.7181730952375,0.9935389518775212,37.0
218,83,1,1407.42,2889.8287963492066,0.9799702041362097,30.0
219,324,2,831.32,1666.271064206349,0.9669761464114643,18.0
221,95,1,1007.96,2057.0678090537244,0.98,26.0
222,364,1,228.06,440.28597666666684,0.9725713206121293,14.0
223,66,2,232.74,474.9666194588743,0.9153408775762822,16.0
224,69,3,936.65,1874.7901526984133,0.9835101795753508,31.0
227,153,3,1362.25,2727.244020670996,0.9802323867895316,31.0
229,85,2,1353.3,2705.8801165873024,0.9702238541915986,28.0
230,198,1,209.68,415.28993012987024,0.9689745208585356,9.0
231,197,3,789.81,1578.8668062076817,0.9762622355979983,23.0
233,131,4,374.94,537.8023153968253,0.9629575820666616,20.0
239,172,1,1439.67,2955.5655556349207,1.0,28.0
240,179,3,2039.0,4076.1922006709938,0.990701528821225,37.0
241,72,2,362.79,721.9202479076479,0.9767280321191538,22.0
242,197,2,1261.43,2519.189425894662,0.9643407757748441,27.0
247,79,3,1277.84,2551.4330619841276,0.9638323853896985,25.0
248,119,1,211.75,424.76035428571436,0.9744024022597926,9.0
252,120,4,949.31,1412.2847634126986,0.934051656671148,24.0
253,187,4,2132.74,3193.0891852813843,0.9771847215112968,34.0
254,103,2,689.84,1380.1847594444441,0.9709558823529412,20.0
259,402,2,619.35,1235.7562781746033,0.9847931844808144,17.0
260,426,2,565.02,1134.6535267460315,0.9755176326708727,18.0
261,198,2,1439.82,2869.1940707142853,0.9906572409985892,28.0
264,109,2,1352.82,2720.930846349207,0.9585105060257229,33.0
265,183,3,716.66,1417.1063050793653,0.9927937817258884,25.0
266,175,1,1216.68,2572.6163949278503,0.9965546218487396,23.0
269,292,2,1474.11,2954.56510388889,0.9914825808993565,25.0
270,59,1,572.65,1158.8663032539685,0.12700700450308272,38.0
271,93,2,552.79,1097.822777698413,0.9747831693940365,19.0
272,108,2,1377.45,2767.943357246643,0.9502756330321053,33.0
273,207,2,1956.33,3913.7094084065943,0.9694629627323779,38.0
274,503,2,420.47,838.4992730952379,0.9665114423927961,19.0
275,455,2,1166.44,2338.315866666666,0.9804237323840898,22.0
276,148,5,2647.92,3175.8457095454546,0.9872471817159851,38.0
277,366,1,86.1,165.49724603174607,0.9556986102055477,8.0
278,356,2,1807.11,3674.6396994444435,0.9930025971833035,27.0
279,65,2,508.72,1009.89534968254,0.9765655892497549,21.0
280,326,3,1427.05,2856.154546190477,0.9685085403726709,26.0
283,233,3,1544.69,3094.542897777778,0.9822058269618583,30.0
285,222,1,499.5,995.3207130808081,0.9566030428669856,17.0
286,151,3,1434.31,2863.9291628571436,0.9866421785862255,34.0
288,312,2,552.98,1102.899067063492,0.9465757395475268,24.0
290,239,1,39.56,75.28348709956708,0.9902628516872035,7.0
292,168,2,777.2,1551.0250741269836,0.9462271078055532,23.0
294,633,1,142.87,285.9026273809523,0.9693533969207678,17.0
302,269,2,534.74,1075.1208250000002,0.9819211822660098,15.0
303,405,3,1368.85,2735.9199509090918,0.9938045141545524,29.0
306,369,2,235.86,479.6838595093795,0.9774177357777627,12.0
307,82,2,2239.74,4527.629696984126,0.9739245685114685,33.0
314,101,4,2652.62,3985.0130459523793,0.985663844183334,38.0
315,173,4,934.74,1408.9241222222224,0.9630156315984825,23.0
316,191,1,307.42,615.9265742857145,0.9762727823154417,20.0
317,113,1,1422.3,2864.5945284920635,0.9718931818181819,20.0
318,89,3,391.47,749.1216197619049,0.9620345379833987,17.0
321,153,2,2280.56,4572.544111428571,0.9810814639185773,36.0
322,247,2,149.44,337.91877323953827,0.9903400412521574,11.0
324,175,2,476.38,950.156021176046,0.9854273352450071,15.0
327,122,2,656.1,1313.1588952380948,0.9986078098471987,15.0
328,72,2,419.34,831.8471987301587,0.9801378614246339,17.0
330,166,3,1790.81,3571.591987936508,0.99,34.0
334,128,2,397.87,808.0896769408371,0.9610852963391019,21.0
335,214,2,944.87,1890.3434265873025,0.9935637991734682,20.0
336,297,2,675.39,1356.7352613492062,0.9740510824582271,23.0
342,127,3,1114.19,2231.6230927777774,0.9838859948406424,29.0
343,106,2,710.04,1423.4905174603173,0.955993684443486,24.0
344,211,2,820.68,1636.3069414285712,0.9565114423927961,23.0
345,5,1,291.68,605.2829114285717,0.07128160018606856,37.0
346,78,1,1481.22,2950.189016608946,0.97566415420023,20.0
347,316,3,811.97,1620.1698542784995,0.9696562643213014,27.0
348,121,2,1212.1,2415.9419848412704,0.9687987826456437,26.0
352,187,3,2663.37,5255.209012460317,0.9938805970149254,36.0
353,159,5,2412.76,2901.5835185714286,0.9556025947878907,36.0
355,437,2,1593.61,3205.1862515873036,0.9762505639149442,28.0
359,284,2,1016.03,2035.7458365079358,0.9752617406273196,23.0
366,98,3,219.53,439.9031076839827,0.9880981404958677,14.0
371,234,2,1330.14,2651.4786628138536,0.977138415926034,26.0
372,69,2,289.2,585.3202138888887,0.9754813414204873,16.0
373,458,3,690.89,1396.5680231746032,0.9855163065083704,23.0
377,298,2,446.23,896.5173804761906,0.9657363577084352,16.0
378,96,2,1176.64,2374.4676290476195,0.9894629627323779,29.0
379,105,6,2790.47,2786.226185238096,0.9729643451024873,35.0
382,57,2,147.03,320.67078411255426,0.031064802016358476,38.0
383,193,1,65.86,126.87601103174616,0.9178502494727425,9.0
386,24,1,132.12,264.2268664285713,0.08756592122847343,34.0
387,215,4,1581.62,2370.91218984127,0.9723540560904983,32.0
391,28,1,78.68,164.87956269841274,0.05297813384200763,35.0
395,67,2,838.62,1672.1805988095234,0.9701595020356472,21.0
397,91,1,690.54,1414.2919739682538,0.9872072832266966,21.0
398,195,1,489.23,980.8649537301587,0.9798423201454366,22.0
401,90,4,1007.31,1514.7888792857152,0.9831658236190767,28.0
403,434,2,575.8,1148.9022015079363,0.9751204052574642,24.0
404,226,2,307.69,618.7673238589189,0.9643700857762988,18.0
406,110,7,3269.13,2800.8936297619052,0.9244257753587035,38.0
407,520,2,577.61,1146.3482265079363,0.9941637010676156,18.0
408,359,1,882.15,1807.705533015872,0.9855503666179495,15.0
411,31,1,56.77,117.0714723376624,0.06837914465415143,35.0
413,62,2,767.28,1533.6356691269843,0.9540019842048327,24.0
417,199,1,318.63,650.4014486507934,0.9630026207427659,20.0
418,90,2,719.18,1437.1646735714285,0.9841114922689358,18.0
419,107,2,464.91,929.6527057070708,0.9869072760127439,20.0
420,240,2,368.06,741.0348717965369,0.992488406862124,13.0
421,180,2,1984.09,3910.2460278571434,0.9908975697881607,28.0
422,231,2,1390.81,2780.571730183151,0.9760175845811174,29.0
423,141,2,2529.4,5095.886238701298,0.9713755639149444,38.0
427,61,2,638.03,1279.5785288888887,0.8272791207386699,30.0
428,207,1,743.04,1470.356801984127,0.993013985862098,23.0
431,122,2,306.4,614.858564119214,0.9413278429632613,12.0
432,328,1,1137.39,2270.019727611833,0.9960225697881607,21.0
435,127,2,666.96,1330.4578802380952,0.9893552159675658,16.0
437,111,1,1513.78,3031.6258099422803,0.9897947512151555,20.0
439,52,2,239.09,471.11571760461754,0.08679618226600987,37.0
442,318,1,116.36,230.18583999999993,0.9741559403045177,8.0
444,368,1,1001.38,2008.2017579426129,0.9528187520541705,20.0
446,226,4,1363.19,2042.6454160317464,0.9674790560904983,31.0
447,94,2,365.01,720.4642191774893,0.972852984166074,20.0
448,316,1,370.8,753.3822863492065,0.9833799023711178,15.0
451,554,1,508.86,1008.837565858586,0.9811667067770415,22.0
452,373,1,318.1,656.070777222222,0.9770694752016295,10.0
453,124,4,2599.43,3899.2837183694105,0.990788844183334,39.0
454,480,1,1616.26,3334.768592164503,0.9985090909090908,30.0
457,312,2,337.34,677.1503085064936,0.9744498026806504,18.0
459,110,1,968.77,2024.3004565140413,0.9871550632911392,16.0
460,259,3,1477.95,2956.256992698413,0.9906749654714713,35.0
462,264,1,1140.4,2291.898322135643,0.9908378899021487,27.0
463,372,1,1162.1,2438.68246929293,0.9915983606557377,28.0
466,97,2,921.14,1850.5447835714292,0.9806147405738266,27.0
469,322,1,486.9,973.7670334920639,0.9874050632911393,11.0
471,164,3,1119.34,2233.6572884920633,0.9909578768280188,25.0
472,337,2,131.58,247.40721595238097,0.967832690790549,10.0
475,75,2,313.72,624.1460094549891,0.978412257712177,13.0
478,153,2,405.45,809.744306940837,0.9840019842048328,20.0
479,74,2,1598.9,3208.2046668253984,0.9867330677290836,28.0
483,162,3,1452.2,2904.7670112698415,0.9738045141545524,33.0
484,156,1,702.96,1424.5967589682539,0.9406489129483756,20.0
486,155,4,2318.85,3482.4007685714278,0.9394976908008428,36.0
487,189,2,1620.39,3328.906127851038,0.9688769842048327,36.0
488,318,4,2882.28,4320.213982142861,0.977473420085258,39.0
492,140,3,1580.88,3157.791444523811,0.9771212464632069,37.0
493,76,2,2031.24,4074.9748236446903,0.943791552405795,38.0
499,59,2,126.78,241.14374261904766,0.029466441360620772,38.0
502,294,2,211.66,424.07280093795094,0.9674699843664365,10.0
503,144,2,1926.99,3855.7488824542124,0.9475309785607061,37.0
504,202,3,1175.3,2352.5895124603185,0.9727937817258883,31.0
506,289,2,696.14,1396.9042401587303,0.9681784466757183,20.0
507,277,3,1053.5,2110.285094480519,0.9885090909090909,31.0
512,228,1,130.81,263.8758397619047,0.9905262100371378,7.0
516,61,1,34.32,71.80565709956709,0.9095458949369188,9.0
520,162,1,584.88,1208.261263968254,0.9863390553809808,15.0
521,193,1,1128.52,2315.942415468976,0.984875,28.0
523,662,1,978.62,2052.5773045299143,0.9950952041362097,26.0
524,96,4,1570.35,2352.603181746033,0.9730704539399607,32.0
527,8,1,60.16,119.25819908369417,0.02302874832113704,36.0
530,357,2,587.81,1169.1510667460316,0.9851699878771507,22.0
531,158,3,1266.79,2538.740777395383,0.9723136050636433,32.0
532,172,5,1612.35,1927.498035079365,0.9345512823834287,32.0
534,17,1,86.06,175.60278317460322,0.051107566055127195,39.0
536,634,1,460.22,950.2581594444451,0.9939596851398789,19.0
539,110,7,2687.33,2306.0476362698414,0.9650637127578304,38.0
541,97,3,623.84,1251.3683252380945,0.9671458509246661,22.0
547,125,2,866.83,1730.8262865079357,0.9529234939230997,24.0
551,261,1,839.52,1724.6508134920632,0.9815131147659636,23.0
554,71,2,1645.03,3309.3187649938936,0.9748749999999999,30.0
556,75,2,650.53,1310.1180819047615,0.985284502035647,19.0
558,246,1,1024.48,2046.5378096092797,0.9628187520541706,20.0
559,53,1,275.4,542.8137093650794,0.09343917826051523,36.0
560,162,3,569.17,1111.163381363637,0.9534574468085105,21.0
561,339,1,396.45,763.2774513492066,0.9939596851398789,18.0
562,108,4,1615.12,2430.898220158729,0.9429776589016293,32.0
564,111,3,869.2,1749.7694111111114,0.9640141959566775,24.0
565,300,1,197.44,408.68312386002884,0.97519148559282,8.0
572,189,4,1374.53,2066.2604266666663,0.9709818121798159,28.0
575,211,4,1852.62,2783.8280880952384,0.9788990412201173,36.0
580,79,3,1641.36,3287.758712619046,1.0,28.0
582,131,2,835.41,1668.250996587301,0.9765655892497549,23.0
584,65,2,950.6,1888.8466234126993,0.9874302745544091,27.0
587,109,3,1703.45,3420.152214040402,0.9979187817258883,35.0
588,482,1,144.67,279.65373214285705,0.9764577886518256,13.0
589,163,2,905.6,1808.3544673015876,0.9730836539306115,23.0
590,110,3,944.22,1892.682749365079,0.9747623909825712,24.0
591,113,2,828.33,1670.3835651587297,0.979373135908202,24.0
592,182,2,2143.37,4313.224513189032,0.9920583042704769,31.0
593,88,3,1160.72,2319.568063412699,0.9738151076701753,28.0
594,259,1,1550.24,3233.0069471645024,0.9858431233495476,30.0
595,117,1,46.16,87.65168527417025,0.9773025628785393,7.0
600,176,2,994.68,1994.7073769841268,0.9789193140725624,27.0
604,246,2,1086.35,2189.846633174603,0.9772512061512623,27.0
605,87,2,1965.75,3890.05238047619,0.9650197870832325,35.0
609,401,1,1146.38,2329.508627135642,0.9778402821548042,17.0
610,138,2,1186.25,2387.705416507936,0.9967330677290837,24.0
612,168,2,104.27,208.53555714285713,0.9849920798898072,11.0
614,132,3,1338.31,2678.2553919047623,0.9923136050636433,30.0
616,108,2,1502.53,3013.5977895887445,0.9714114854723978,32.0
622,137,6,2385.5,2389.803340714286,0.9731092436974791,38.0
626,135,4,1312.19,1966.8368950793647,0.975808876972632,27.0
627,188,2,1806.09,3639.5969113492056,0.9597931005470985,32.0
628,106,3,1130.75,2260.552404285714,0.9338045141545525,28.0
630,549,2,467.84,930.8856271356423,0.9850278791023622,17.0
634,62,2,682.75,1365.133954761904,0.9202319564150487,30.0
635,159,2,1083.73,2179.538216031746,0.9688749067718642,27.0
637,213,4,1210.66,1800.5106599999992,0.9613723158581804,30.0
639,157,1,734.86,1475.4441324603174,0.9815131147659636,24.0
640,217,2,614.46,1223.2466083333334,0.9590808090542641,21.0
647,68,2,361.51,717.3482453679654,0.9611156960304809,21.0
650,370,1,262.38,522.9868574603173,0.9711320989329821,9.0
656,308,1,169.22,345.8792511111111,0.9862017613513246,8.0
660,227,2,1665.88,3318.35278952381,0.9582233294338782,33.0
662,78,7,3151.97,2701.8743600000003,0.9700990844098833,39.0
663,150,1,175.46,354.47640650072157,0.9526626057580578,9.0
665,165,2,1133.12,2263.0531609523805,0.9567346161987842,26.0
666,316,2,90.65,199.50292000000005,0.9852150412521574,11.0
668,110,2,206.01,436.0569538744588,0.9941637010676156,15.0
670,270,1,42.5,82.21520495670993,0.9797777623446072,7.0
671,112,4,1695.25,2546.715631919192,0.9736745419359459,34.0
675,40,1,62.02,120.16348908369419,0.03837914465415141,36.0
679,226,3,956.57,1900.1400569841267,0.9571458509246661,25.0
682,99,3,1443.72,2894.7303685714282,0.9938045141545524,29.0
683,451,1,262.98,525.3569336507935,0.9872072832266965,17.0
686,106,3,1329.27,2658.315952142857,0.9740141959566775,28.0
687,192,3,205.0,404.0592191125541,0.9640117441596778,14.0
689,173,4,295.8,464.21533071428587,0.9729575820666616,19.0
690,281,1,28.21,69.67359888888888,0.9795458949369188,7.0
691,67,2,690.6,1382.4318820634921,0.9561593916122402,27.0
693,134,3,335.28,604.0868470634917,0.9503535462546417,20.0
694,67,2,1658.32,3319.913736190477,0.9806572409985893,30.0
698,100,4,1897.98,2855.871722619048,0.9327675816941272,36.0
699,169,2,816.66,1637.416214285714,0.9473948893216826,23.0
700,154,2,249.93,494.8116239033189,0.9927715109148143,13.0
701,111,4,1484.38,2232.8786623015876,0.993674541935946,29.0
705,126,2,1236.82,2478.984084603175,0.9872251247007006,30.0
708,396,1,249.2,513.3835022222222,0.9503839218605903,15.0
710,63,2,419.78,837.5755454761902,0.9655295430617941,19.0
711,97,2,1314.67,2636.174222835498,0.9531618784211162,35.0
713,86,5,1941.54,2325.196704285715,0.9872688749760212,34.0
714,91,3,559.31,1113.0987956493514,0.9306032977331767,22.0
716,135,3,1074.78,2139.223652380952,0.9797653918255671,27.0
717,562,2,839.29,1664.1875894444443,0.978456661368116,21.0
718,127,6,2631.82,2631.2531592857144,0.9324815721778944,39.0
719,178,2,1082.68,2178.272366031746,0.9870016236073806,28.0
720,155,1,781.86,1532.0240422222216,0.978927462656342,19.0
721,227,2,668.01,1331.8357719047617,0.9748286688642641,20.0
722,113,2,1545.5,3116.8594280097673,0.9779387668471273,33.0
725,380,1,254.58,516.1912046031744,0.9433799825503683,15.0
727,259,3,1902.21,3797.996004285715,0.9938859948406424,38.0
728,575,2,678.27,1357.6967683333328,0.9674249574953001,20.0
729,131,2,1775.02,3546.6370678571416,0.955220817687125,30.0
731,120,4,2545.97,3808.2333847619057,0.9918593300287816,37.0
733,70,2,725.9,1447.5136249206348,0.974186935112094,22.0
738,201,1,445.46,947.2351296825403,0.9678624878298586,21.0
740,182,2,801.12,1600.02167968254,0.9859362043373017,17.0
741,154,4,862.84,1297.9906838816732,0.9589563456699532,26.0
742,306,2,925.09,1854.3396878571432,0.9688749067718642,26.0
744,166,2,292.66,580.985081031746,0.9947931844808144,14.0
745,159,1,34.06,71.73734106782106,0.9812856603060647,7.0
747,208,3,387.26,744.0542139033189,0.9803084696499046,22.0
748,81,3,1276.75,2552.624341984128,0.9423954596124128,29.0
751,173,2,699.87,1402.17547468254,0.952986287171145,22.0
752,321,2,742.7,1485.898770079365,0.9916285832761929,18.0
756,87,4,2121.32,3184.4913707575756,0.9656505501487364,32.0
759,111,3,2409.96,4780.567032301586,0.9652601156069364,36.0
765,350,2,825.88,1641.6806695238092,1.0,15.0
766,69,4,1600.06,2397.112875476191,0.9674790560904983,33.0
767,165,2,204.0,415.0898485569987,0.9819787375107931,12.0
768,123,2,1087.07,2186.689926031746,0.9560714523219888,27.0
772,107,2,760.72,1528.5637353174607,0.9653483044788753,22.0
778,84,3,777.39,1552.7745576190482,0.9686418569185463,22.0
780,271,1,182.73,371.1529091197691,0.9687129292722584,19.0
782,289,3,1933.64,3876.4881441269863,0.9818466100996787,39.0
786,110,1,839.58,1732.4676434920632,0.9821411358112837,20.0
787,103,2,1266.02,2520.678686370852,0.9562572644097085,25.0
790,68,4,1786.71,2677.848634761905,0.9698864634979059,32.0
791,86,2,288.96,587.6280748412697,0.9614504966742681,16.0
793,165,4,868.05,1308.0812941197685,0.9815624619428073,21.0
794,188,4,1305.21,1965.1529936507934,0.9665712339246119,26.0
798,74,2,451.75,900.4528985714288,0.9814777250045171,18.0
805,169,2,2109.62,4222.943222511934,0.9788121107871113,39.0
807,426,2,264.47,561.1461743795095,0.9827216988635805,17.0
810,104,4,1067.05,1604.0243659451655,0.9552811662827304,27.0
811,193,1,55.48,125.26130380952394,0.9281537483211372,12.0
815,115,6,1148.3,1113.2268782683987,0.9287930381332299,29.0
816,112,2,2167.42,4335.994532474747,0.975952702922148,38.0
817,133,4,418.26,567.31275015873,0.9568445372786966,22.0
818,112,2,1438.45,2863.2159611904754,0.9914825808993565,24.0
821,68,1,335.87,722.1899682539682,0.9832703033268102,10.0
822,105,2,1536.58,3113.357473009767,0.9788769842048327,34.0
824,126,2,193.49,430.420080238095,0.9699632804703018,15.0
826,120,2,996.17,1990.6471336507934,0.9657063837850095,28.0
831,134,2,940.55,1886.0671407936516,0.9834528443425699,27.0
833,128,2,1253.05,2510.3353051010104,0.9722441607969041,26.0
834,568,2,1484.77,2964.539804603175,0.9765141403295913,28.0
836,464,3,2071.05,4144.821776904764,0.9895071284112756,39.0
838,132,2,1227.48,2476.8573946031743,0.9686547465494401,33.0
839,227,3,602.29,1198.2363904761905,0.9713684210526315,24.0
841,141,3,1004.3,2019.5774487301585,0.981763446096471,26.0
844,135,3,1159.93,2320.084136746032,0.9743964813288599,28.0
846,325,1,823.76,1716.5004677777772,0.9755503666179495,14.0
847,74,4,1266.49,1894.2012760317455,0.9769843300287816,32.0
848,94,3,1012.33,2023.0637170634914,0.981763446096471,26.0
850,253,1,1927.19,4297.59988793651,0.9931092436974791,35.0
851,63,1,578.63,1164.7647989682541,0.9705804730788249,18.0
853,119,2,684.18,1364.744822380952,0.9986942675159236,16.0
854,136,2,2088.32,4200.614275122656,0.9662481584017317,33.0
855,329,2,1003.54,2002.9765421428563,0.9553508328954757,33.0
857,80,4,2418.02,3624.3615269841275,0.9650824705246493,37.0
859,92,3,2008.56,4011.4835597186134,0.9700049321898895,36.0
861,109,2,371.87,759.0437267965367,0.9785090909090909,12.0
863,172,2,1569.25,3140.1190403174614,0.9810810712909516,29.0
865,117,2,767.16,1533.6356691269843,0.9745678458111574,24.0
866,269,4,1001.57,1512.796045952382,0.9637276586985203,25.0
867,128,2,2139.65,4306.071087633476,0.9486951963092719,36.0
874,161,4,1262.08,1892.3731010317456,0.9696154390695796,32.0
875,244,2,1464.75,2947.560707698414,0.955202855440029,31.0
877,137,4,1321.08,1975.9784430952368,0.9454782453431023,29.0
879,163,1,2140.82,4326.708311269843,0.9931092436974791,35.0
880,262,1,1255.19,2655.64241040404,0.9838207576600233,24.0
881,188,2,64.59,185.42874476190482,0.9932231404958678,10.0
882,145,1,333.28,711.1485958730159,0.9596373958740964,11.0
883,63,4,1657.96,2492.007963506494,0.9410841859615714,31.0
884,225,7,3008.17,2569.022831428571,0.9423855042016805,37.0
885,201,2,387.72,795.1984959884562,0.9545243258067648,26.0
888,157,2,796.82,1597.5426053968256,0.9953408775762823,17.0
890,95,2,1720.49,3493.3403681684968,0.9801994991351408,35.0
892,98,1,183.41,384.09117427128433,0.9843068532990304,19.0
893,227,2,689.06,1374.6330056349207,0.9559036653248063,17.0
894,63,2,1070.42,2145.7837294444453,0.9723762793229489,27.0
896,128,1,897.04,1813.8932220634915,0.9432986411781159,21.0
902,95,2,1030.21,2068.118396507936,0.9399950989889975,24.0
903,64,2,957.79,1893.9134919841279,0.9834528443425699,27.0
904,209,2,725.57,1446.8148115873016,0.9646336519055173,26.0
905,151,4,1414.24,2119.9344649999994,0.9730704539399607,31.0
906,246,2,554.17,1102.3303834126987,0.985284502035647,18.0
908,142,2,183.83,393.17534904761897,0.9873683437614411,15.0
909,181,5,2429.58,2912.368258571429,0.9584493034576844,34.0
910,300,3,1338.04,2677.558905238095,0.9838859948406424,31.0
913,491,2,302.39,611.6735657492504,0.9887867858100067,16.0
915,146,4,1957.73,2927.540448492064,0.9868976824318137,35.0
923,408,1,1471.97,3034.949196132756,0.9853281061925103,25.0
933,43,1,107.92,225.0975114285714,0.04461360872597429,36.0
936,385,2,2102.44,4212.754908867245,0.9741693456408327,34.0
939,158,2,1503.38,3013.6712162554113,0.9792457102840285,32.0
940,155,3,856.51,1708.5325385714286,0.9688682269123828,26.0
943,32,1,46.36,88.15813575036073,0.11977776234460726,33.0
946,271,2,614.87,1223.307798809524,0.9765655892497549,20.0
947,153,1,130.85,266.06107309523793,0.9647224948866432,13.0
950,66,5,1383.01,1659.40032482684,0.7588123016536414,33.0
953,121,1,62.5,127.96971388888903,0.9615745228054119,13.0
954,89,4,1463.69,2197.3970067532464,0.946566291516663,29.0
